QLBES version12-12-2017,,,,,,,,
Starting_2108,hours,GMT,13_Dec2017,,,,,
wallets,1000,blocks,5000,,,,,
Using Python secrets module for cryptographically strong random numbers,,,,,,,,
useRetarget = True, retarget on every block,,,,,,,
Using target scaling, targetScalingFactor,1.05,starting step,16,,,,
Loading wallets with Mainnet distribuition,,,,,,,,
useDynamicWeights = False, wallet weights are fixed during the simulation run,,,,,,,
trueNetworkWeight,20026263,,,,,,,
block,wallet,wallet weight,true network weight,new network weight,network weight,target,difficulty,spacing
3624,27,119935,20026263,21798750,20294104.89,707646.2712,3809671.738,32
3625,0,1911538,20026263,21798250,20086601.78,713150.3256,3780268.904,304
3626,2,825187,20026263,21797750,19948414.78,716680.1487,3761650.166,240
3627,869,16256,20026263,21797250,19299565.07,723774.7374,3724777.698,352
3628,4,431691,20026263,21796750,18864671.63,730939.5572,3688266.661,352
3629,912,17288,20026263,21796250,18824162.35,727838.5231,3703980.916,32
3630,63,41151,20026263,21795750,18813167.11,724235.9991,3722405.408,16
3631,514,7736,20026263,21795250,18743004.26,721675.5041,3735612.453,48
3632,76,24555,20026263,21794750,18614530.23,720654.9271,3740902.752,96
3633,0,1911538,20026263,21794250,18748923.74,718107.0928,3754175.424,48
3634,13,174947,20026263,21793750,18856395.36,714552.7357,3772849.596,16
3635,43,84177,20026263,21793000,18996270.74,714047.4836,3775519.222,112
3636,2,825187,20026263,21792500,18865958.52,714552.3784,3772851.482,144
3637,13,174947,20026263,21792000,18945668.23,711520.8675,3788926.12,32
3638,858,15992,20026263,21791250,18726606.26,711520.8675,3788926.12,128
3639,643,10832,20026263,21790750,18367714.82,714036.4089,3775577.781,208
3640,834,15416,20026263,21790250,18326127.04,712016.8609,3786286.741,64
3641,579,9296,20026263,21789500,18688318.84,710003.025,3797026.076,64
3642,0,1911538,20026263,21789000,18473142.2,713015.2351,3780985.128,224
3643,52,70054,20026263,21788250,18460810.67,714527.7299,3772981.631,176
3644,937,17888,20026263,21787750,18477346.16,716548.6674,3762340.4,192
3645,409,5216,20026263,21787000,18436375.17,715028.6773,3770338.289,80
3646,418,5432,20026263,21786250,18423998.72,711995.1457,3786402.219,32
3647,72,31019,20026263,21785750,17935835.02,718036.4692,3754544.672,320
3648,54,57951,20026263,21785000,18338997.8,714482.4616,3773220.681,16
3649,981,18944,20026263,21784250,18354866.51,712966.8545,3781241.699,80
3650,2,825187,20026263,21783500,18200698.94,721032.9458,3738941.495,384
3651,2,825187,20026263,21782750,18678347.67,720523.1117,3741587.128,112
3652,73,30643,20026263,21782000,18757247.37,717975.7434,3754862.229,48
3653,1,892220,20026263,21781250,19051100.39,714929.7088,3770860.221,32
3654,0,1911538,20026263,21780500,19356472.6,711896.5971,3786926.375,32
3655,28,118654,20026263,21779750,19510648.93,709379.7274,3800362.339,48
3656,748,13352,20026263,21779000,18908648.5,715900.4531,3765747.023,336
3657,1,892220,20026263,21778250,18839107.6,715900.4531,3765747.023,128
3658,416,5384,20026263,21777250,18620797.52,723999.7335,3723620.155,384
3659,2,825187,20026263,21776500,18121505.15,729119.0528,3697475.727,288
3660,402,5048,20026263,21775750,18024958.76,734274.5702,3671514.865,288
3661,0,1911538,20026263,21774750,17956215.91,731678.5845,3684541.351,48
3662,29,115146,20026263,21773750,18193602.18,728574.4151,3700239.734,32
3663,0,1911538,20026263,21773000,18068780.97,729089.5818,3697625.185,144
3664,639,10736,20026263,21772000,18027855.05,728058.52,3702861.688,96
3665,745,13280,20026263,21771000,17904082.01,728573.3218,3700245.287,144
3666,20,139336,20026263,21770000,18112513.09,725482.3266,3716010.578,32
3667,17,155605,20026263,21769000,17932758.96,725482.3266,3716010.578,128
3668,871,16304,20026263,21768000,17332346.6,735228.9515,3666748.969,432
3669,1,892220,20026263,21767000,17497894.8,731589.8476,3684988.261,16
3670,2,825187,20026263,21766000,17776365.03,734176.3417,3672006.093,208
3671,919,17456,20026263,21764750,17654287.63,734695.4694,3669411.494,144
3672,19,139439,20026263,21763750,17747531.37,732617.4903,3679819.327,64
3673,721,12704,20026263,21762750,17733384.19,728991.3122,3698123.633,16
3674,839,15536,20026263,21761500,17800890.64,726414.0051,3711244.526,48
3675,73,30643,20026263,21760250,17386393.09,731550.3954,3685186.99,288
3676,674,11576,20026263,21759250,17501922.82,731550.3954,3685186.99,128
3677,55,57735,20026263,21758000,17948544.16,729481.3118,3695639.568,64
3678,2,825187,20026263,21756750,18393029.78,728449.696,3700873.258,96
3679,887,16688,20026263,21755500,18441883.74,731025.0882,3687835.128,208
3680,18,146705,20026263,21754250,18315303.74,729991.2893,3693057.766,96
3681,0,1911538,20026263,21752750,18363412.92,733088.3002,3677456.043,224
3682,16,157617,20026263,21751500,18741410.15,729978.1501,3693124.239,32
3683,0,1911538,20026263,21750000,18794815.64,726881.1949,3708859.19,32
3684,885,16640,20026263,21748750,18756861.14,724825.3174,3719378.911,64
3685,440,5960,20026263,21747250,18186703.22,732000.5371,3682920.795,352
3686,21,137152,20026263,21745750,18379251.84,731482.9479,3685526.789,112
3687,859,16016,20026263,21744250,18109377.63,733034.6175,3677725.356,176
3688,43,84177,20026263,21742750,17653536.6,739772.7827,3644227.07,336
3689,3,800279,20026263,21741250,17114063.02,746572.886,3611033.9,336
3690,947,18128,20026263,21739750,16821793.13,753963.3901,3575637.803,352
3691,1,892220,20026263,21738250,16705864.71,754496.509,3573111.297,144
3692,593,9632,20026263,21736500,17111958.18,757163.9883,3560523.271,208
3693,39,91384,20026263,21735000,17224858.09,755557.8423,3568092.142,80
3694,10,193253,20026263,21733250,17340290.59,753420.857,3578212.595,64
3695,1,892220,20026263,21731500,17565780.64,750224.4454,3593457.953,32
3696,546,8504,20026263,21729750,17525621.09,747572.0698,3606207.493,48
3697,379,4496,20026263,21728000,17730259.77,749157.8688,3598573.962,176
3698,22,134073,20026263,21726250,17690747.88,753395.6365,3578332.379,256
3699,628,10472,20026263,21724250,17929222.86,756059.2236,3565725.959,208
3700,726,12824,20026263,21722500,18441134.79,753920.8203,3575839.7,64
3701,13,174947,20026263,21720500,18463233.91,750189.1988,3593626.787,16
3702,70,32105,20026263,21718500,17988518.89,754963.2506,3570902.289,272
3703,0,1911538,20026263,21716500,17978251.43,752294.1212,3583571.802,48
3704,2,825187,20026263,21714500,18082383.49,749102.4898,3598839.994,32
3705,811,14864,20026263,21712500,18015336.49,747513.4444,3606490.318,80
3706,0,1911538,20026263,21710250,17863533.06,746456.328,3611597.757,96
3707,742,13208,20026263,21708250,17937417.01,744345.0851,3621841.608,64
3708,44,83613,20026263,21706000,18012530.32,743292.4493,3626970.787,96
3709,2,825187,20026263,21703750,17720896.45,745394.7436,3616741.362,192
3710,47,78439,20026263,21701500,17905524.89,741705.3229,3634731.903,16
3711,33,105197,20026263,21699250,18037820.2,741705.3229,3634731.903,128
3712,0,1911538,20026263,21697000,17913945.38,741705.3229,3634731.903,128
3713,27,119935,20026263,21694500,17932079.99,739083.0662,3647627.883,48
3714,760,13640,20026263,21692250,18299501.36,735424.8859,3665772.061,16
3715,992,19208,20026263,21689750,18471090.11,733864.8543,3673564.668,80
3716,97,13753,20026263,21687250,18434012.45,736459.3916,3660622.746,208
3717,0,1911538,20026263,21684750,18366910.48,735938.6495,3663212.962,112
3718,826,15224,20026263,21682000,18389371.72,732296.0329,3681434.664,16
3719,23,130124,20026263,21679500,18937856.38,729189.244,3697119.811,32
3720,308,2792,20026263,21676750,18901973.34,726095.6358,3712871.786,32
3721,3,800279,20026263,21674250,18524900.55,730716.3611,3689393.236,272
3722,666,11384,20026263,21671500,19213196.92,727616.274,3705112.291,32
3723,68,32677,20026263,21668500,19210732.54,727101.7848,3707733.988,112
3724,370,4280,20026263,21665750,18949784.23,728644.1609,3699885.547,176
3725,1,892220,20026263,21663000,18977743.85,725037.6492,3718289.668,16
3726,8,198284,20026263,21660000,18815412.21,724524.9834,3720920.688,112
3727,901,17024,20026263,21657000,18172838.46,732721.8367,3679295.287,384
3728,30,114338,20026263,21654000,18554041.46,732721.8367,3679295.287,128
3729,18,146705,20026263,21651000,18671122.83,730649.4397,3689731.153,64
3730,593,9632,20026263,21648000,19240594.11,729616.172,3694956.476,96
3731,830,15320,20026263,21644750,19779785.45,726520.7525,3710699.234,32
3732,0,1911538,20026263,21641750,20207046.32,725493.3235,3715954.252,96
3733,817,15008,20026263,21638500,20283313.63,721902.4073,3734438.302,16
3734,0,1911538,20026263,21635250,20141966.13,720881.5094,3739726.938,96
3735,1,892220,20026263,21632000,20363602.69,718332.874,3752995.439,48
3736,878,16472,20026263,21628750,20221586.95,719348.724,3747695.534,160
3737,34,105168,20026263,21625500,20045038.34,722400.5835,3731862.988,224
3738,14,168298,20026263,21622000,19731338.4,723932.9871,3723963.472,176
3739,380,4520,20026263,21618750,19560563.63,726492.4107,3710843.995,208
3740,408,5192,20026263,21615250,20227607.51,726492.4107,3710843.995,128
3741,866,16184,20026263,21611750,19495711.59,733684.1334,3674469.54,352
3742,836,15464,20026263,21608250,19908434.56,730052.6758,3692747.235,16
3743,11,185594,20026263,21604750,19909999.05,730568.8877,3690137.981,144
3744,56,55351,20026263,21601000,19565739.35,733668.3491,3674548.593,224
3745,620,10280,20026263,21597500,19463914.4,731593.2751,3684970.997,64
3746,4,431691,20026263,21593750,19362553.63,730558.6726,3690189.578,96
3747,4,431691,20026263,21590250,19873458.01,727975.8242,3703282.321,48
3748,2,825187,20026263,21586500,19980575.6,726431.5941,3711154.666,80
3749,0,1911538,20026263,21582750,19702962.07,728486.2,3700687.81,192
3750,865,16160,20026263,21579000,19877168.15,724880.4701,3719095.921,16
3751,942,18008,20026263,21575250,20308464.23,721292.5873,3737595.599,16
3752,768,13832,20026263,21571500,20459783.17,718232.4809,3753520.026,32
3753,541,8384,20026263,21567500,20958944.01,714677.5031,3772190.937,16
3754,661,11264,20026263,21563750,20697208.25,715182.8434,3769525.549,144
3755,0,1911538,20026263,21559750,20477754,715182.8434,3769525.549,128
3756,37,100167,20026263,21556000,20594618.55,711642.9601,3788276.075,16
3757,507,7568,20026263,21552000,21259373.92,710133.3763,3796329.098,80
3758,720,12680,20026263,21548000,21308621.97,709129.1219,3801705.383,96
3759,1,892220,20026263,21544000,20923265.51,715647.5441,3767077.833,336
3760,49,77480,20026263,21540000,21651778.33,713117.4132,3780443.375,48
3761,77,22372,20026263,21536000,22435968.01,710596.2273,3793856.337,48
3762,6,223571,20026263,21532000,23045127.66,711098.6818,3791175.64,144
3763,59,51368,20026263,21528000,23348845.44,708584.6331,3804626.68,48
3764,927,17648,20026263,21523750,23760558.55,707081.5368,3812714.46,80
3765,721,12704,20026263,21519750,23933484.79,704081.7212,3828958.939,32
3766,436,5864,20026263,21515500,23856523.21,703086.0249,3834381.433,96
3767,24,128423,20026263,21511500,23779811.45,701097.4486,3845257.183,64
3768,445,6080,20026263,21507250,23703328.14,699610.2346,3853431.335,80
3769,832,15368,20026263,21503250,23676005.68,701588.9802,3842563.205,192
3770,1,892220,20026263,21499000,24251345.04,700100.7236,3850731.629,80
3771,1,892220,20026263,21495000,24431688.39,701090.79,3845293.703,160
3772,965,18560,20026263,21490750,24615177.77,697620.657,3864421.119,16
3773,0,1911538,20026263,21486500,23625065.24,704033.2917,3829222.328,336
3774,1,892220,20026263,21482250,24400852.23,701046.4083,3845537.14,32
3775,520,7880,20026263,21478250,24270921.01,700055.0046,3850983.112,96
3776,64,38078,20026263,21474000,24346708.18,696589.9983,3870138.828,16
3777,655,11120,20026263,21469750,23915033.29,699545.3033,3853789.008,224
3778,3,800279,20026263,21465500,23837862.09,699545.3033,3853789.008,128
3779,51,71332,20026263,21461250,23859370.43,697566.7413,3864719.804,64
3780,939,17936,20026263,21457250,23733378.31,698059.9828,3861989.036,144
3781,0,1911538,20026263,21453000,23901659.23,698553.573,3859260.197,144
3782,635,10640,20026263,21448750,23775447.29,696577.8161,3870206.512,64
3783,778,14072,20026263,21444500,23993808.48,694607.6472,3881183.875,64
3784,891,16784,20026263,21440500,23623273.76,698536.8402,3859352.642,256
3785,800,14600,20026263,21436250,23691345.06,695573.2758,3875795.828,32
3786,40,88540,20026263,21432000,23518837.86,694097.78,3884034.898,80
3787,50,73136,20026263,21428000,23633785.47,691643.837,3897815.401,48
3788,2,825187,20026263,21423750,24145419.36,689198.5698,3911644.798,48
3789,754,13496,20026263,21419750,24473256.41,685787.2988,3931102.26,16
3790,570,9080,20026263,21415500,24497497.47,682392.9123,3950656.508,16
3791,0,1911538,20026263,21411500,23388360.41,690595.6201,3903731.68,400
3792,822,15128,20026263,21407250,22990221.36,692060.5569,3895468.356,176
3793,1,892220,20026263,21403250,22386608.26,703315.5633,3833130.021,496
3794,4,431691,20026263,21399250,22227566.58,702320.9505,3838558.423,96
3795,3,800279,20026263,21395250,22280950.44,701327.7443,3843994.512,96
3796,825,15200,20026263,21391250,22638137.32,698848.2402,3857632.952,48
3797,694,12056,20026263,21387250,22563707.16,696377.5022,3871319.782,48
3798,0,1911538,20026263,21383250,22752281.48,693915.4994,3885055.172,48
3799,20,139336,20026263,21379250,23545355.98,693424.8396,3887804.194,112
3800,50,73136,20026263,21375500,23610855.78,692934.5269,3890555.161,112
3801,44,83613,20026263,21371500,23024999.7,697344.2216,3865953.021,272
3802,11,185594,20026263,21367750,23268666.05,693892.6327,3885183.201,16
3803,26,122460,20026263,21363750,23238720.1,691439.415,3898967.779,48
3804,628,10472,20026263,21360000,23254691.55,690461.5972,3904489.418,96
3805,655,11120,20026263,21356250,23270742.45,687044.0747,3923911.288,16
3806,0,1911538,20026263,21352500,23286816.07,686072.4727,3929468.252,96
3807,902,17048,20026263,21348750,22629904.64,690923.6127,3901878.515,288
3808,20,139336,20026263,21345250,22817895.1,689946.5243,3907404.277,96
3809,620,10280,20026263,21341500,23145455.68,689458.671,3910169.113,112
3810,2,825187,20026263,21338000,23483733.46,687508.6376,3921259.825,64
3811,5,258679,20026263,21334500,23689439.91,687994.7671,3918489.106,144
3812,3,800279,20026263,21331000,24045589.04,684589.4545,3937980.613,16
3813,11,185594,20026263,21327500,24262997.09,689430.1083,3910331.109,288
3814,3,800279,20026263,21324000,24036818.98,688455.132,3915868.841,96
3815,7,209804,20026263,21320500,24454156.86,685047.5407,3935347.315,16
3816,384,4616,20026263,21317250,24939791.95,683594.3729,3943712.978,80
3817,7,209804,20026263,21313750,24601312.2,685044.4582,3935365.023,176
3818,785,14240,20026263,21310500,23501168.13,695216.5873,3877784.347,464
3819,38,97994,20026263,21307250,23470589.46,693250.2685,3888783.204,64
3820,3,800279,20026263,21304250,23439931.36,692269.8898,3894290.42,96
3821,0,1911538,20026263,21301000,23317219.62,695696.3627,3875110.098,240
3822,548,8552,20026263,21298000,23286211.14,692744.849,3891620.42,32
3823,784,14216,20026263,21294750,23255162.97,689805.8573,3908201.085,32
3824,0,1911538,20026263,21291750,23224063.73,687367.0881,3922067.33,48
3825,530,8120,20026263,21289000,22793282.64,688825.1763,3913765.194,176
3826,0,1911538,20026263,21286000,23114642.12,685902.8139,3930440.21,32
3827,1,892220,20026263,21283000,22730983.62,690267.7602,3905585.854,272
3828,1,892220,20026263,21280250,22698828.55,687339.2776,3922226.021,32
3829,42,84719,20026263,21277500,22840202.76,684423.2191,3938937.085,32
3830,68,32677,20026263,21274750,22983909.45,682003.48,3952912.381,48
3831,37,100167,20026263,21272250,23727160.43,680556.7694,3961315.384,80
3832,700,12200,20026263,21269500,23556533.26,680075.5555,3964118.366,112
3833,589,9536,20026263,21267000,22721126.21,686807.7866,3925261.263,352
3834,6,223571,20026263,21264500,22645720.96,688264.6883,3916952.367,176
3835,519,7856,20026263,21262000,22655930.44,685831.3679,3930849.661,48
3836,30,114338,20026263,21259750,22369696.59,687771.142,3919763.182,192
3837,29,115146,20026263,21257250,22212242.06,686798.5117,3925314.272,96
3838,52,70054,20026263,21255000,22344227.99,684370.3749,3939241.234,48
3839,77,22372,20026263,21252750,21983539.08,686789.9272,3925363.336,208
3840,17,155605,20026263,21250750,21869453.5,686789.9272,3925363.336,128
3841,765,13760,20026263,21248500,22323080.99,683390.5781,3944889.038,16
3842,979,18896,20026263,21246500,22084522.18,684840.2311,3936538.593,176
3843,0,1911538,20026263,21244500,21929734.15,687745.6872,3919908.26,224
3844,36,104336,20026263,21242500,21935589.81,684341.6075,3939406.826,16
3845,482,6968,20026263,21240500,22475431.64,684341.6075,3939406.826,128
3846,475,6800,20026263,21238750,22111685.54,685793.2778,3931067.987,176
3847,42,84719,20026263,21237000,21332682.04,694521.7763,3881663.746,416
3848,5,258679,20026263,21235250,21297184.02,691575.2459,3898201.99,32
3849,808,14792,20026263,21233500,21489844.42,692064.2509,3895447.564,144
3850,3,800279,20026263,21232000,21454642.21,692553.6016,3892695.084,144
3851,1,892220,20026263,21230500,21267688.31,693043.2983,3889944.548,144
3852,1,892220,20026263,21229000,21459540.89,691083.1264,3900977.896,64
3853,660,11240,20026263,21227500,21578125.99,690105.8124,3906502.382,96
3854,396,4904,20026263,21226000,21620580.94,687665.9828,3920362.6,48
3855,719,12656,20026263,21224750,21393539.24,688638.4643,3914826.342,160
3856,778,14072,20026263,21223500,21549479.55,690586.1778,3903785.055,192
3857,44,83613,20026263,21222250,20842987.9,696934.1504,3868227.72,336
3858,723,12752,20026263,21221250,20878627.46,694962.9738,3879199.471,64
3859,777,14048,20026263,21220000,20878267.49,692505.9719,3892962.818,48
3860,37,100167,20026263,21219000,20109365.26,700830.2438,3846723.26,400
3861,10,193253,20026263,21218000,20004260.07,698848.0476,3857634.015,64
3862,619,10256,20026263,21217250,19671379.61,700330.49,3849468.27,176
3863,31,109767,20026263,21216250,20469015.07,696864.1202,3868616.451,16
3864,9,97511,20026263,21215500,20536476.55,697356.8649,3865882.93,144
3865,778,14072,20026263,21214750,21186438.57,699822.3302,3852263.473,208
3866,502,7448,20026263,21214000,21187882.32,698832.6575,3857718.971,96
3867,943,18032,20026263,21213500,21226774.34,697350.2477,3865919.613,80
3868,651,11024,20026263,21212750,20932476.67,698829.5129,3857736.329,176
3869,42,84719,20026263,21212250,20932484.39,696358.8411,3871423.526,48
3870,20,139336,20026263,21211750,20227324.86,703744.6517,3830792.878,368
3871,22,134073,20026263,21211500,20429920.04,700261.3831,3849848.164,16
3872,932,17768,20026263,21211000,20567156.8,697785.6491,3863507.373,48
3873,34,105168,20026263,21210750,20960157.99,696798.8566,3868978.794,96
3874,844,15656,20026263,21210500,20743080.08,696306.1581,3871716.441,112
3875,1,892220,20026263,21210250,20777987.37,693352.0573,3888212.304,32
3876,799,14576,20026263,21210000,20922050.39,690410.4895,3904778.449,32
3877,966,18584,20026263,21210000,20634329.61,690898.6708,3902019.375,144
3878,917,17408,20026263,21210000,20632720.07,689921.6177,3907545.337,96
3879,714,12536,20026263,21210000,21214586.43,686994.6036,3924193.852,32
3880,923,17552,20026263,21210000,20597358.24,694281.094,3883009.379,368
3881,3,800279,20026263,21210000,20282264.45,698208.4398,3861167.878,256
3882,697,12128,20026263,21210250,20278717.3,696233.659,3872119.604,64
3883,25,127707,20026263,21210250,20447994.83,694264.4636,3883102.393,64
3884,37,100167,20026263,21210500,20035502.32,696718.9959,3869422.272,208
3885,42,84719,20026263,21210750,20267669.9,698196.922,3861231.574,176
3886,659,11216,20026263,21211250,19665679.82,706095.9149,3818036.535,384
3887,732,12968,20026263,21211500,19341374.25,707593.7319,3809954.609,176
3888,768,13832,20026263,21212000,19363979.76,705592.4062,3820761.074,64
3889,879,16496,20026263,21212500,19545165.67,704095.6572,3828883.153,80
3890,595,9680,20026263,21213000,20129387.4,705589.2312,3820778.267,176
3891,878,16472,20026263,21213500,19694623.84,710079.4579,3796617.365,272
3892,4,431691,20026263,21214000,19527394.43,711585.7251,3788580.778,176
3893,759,13616,20026263,21214500,19844066.78,710076.2627,3796634.449,80
3894,6,223571,20026263,21215250,19772841.06,708067.9155,3807403.133,64
3895,657,11168,20026263,21216000,19133686.63,715077.2496,3770082.185,352
3896,566,8984,20026263,21216750,19154892.17,712043.5119,3786145.025,32
3897,0,1911538,20026263,21217500,19426098.67,709022.645,3802276.301,32
3898,811,14864,20026263,21218250,19449978.45,705513.2524,3821189.738,16
3899,6,223571,20026263,21219000,19379233.06,711000.7162,3791698.009,304
3900,3,800279,20026263,21220000,19246179.38,709995.2353,3797067.735,96
3901,11,185594,20026263,21220750,19268629.79,706481.0287,3815955.263,16
3902,552,8648,20026263,21221750,19260107.64,703983.3054,3829494.221,48
3903,20,139336,20026263,21222750,19251567.38,702489.9698,3837634.864,80
3904,3,800279,20026263,21223750,19027577.38,705470.3056,3821422.36,224
3905,10,193253,20026263,21224750,19678787.4,701978.4957,3840431.034,16
3906,805,14720,20026263,21225750,19511400.29,705949.3834,3818829.031,256
3907,931,17744,20026263,21227000,19314315.4,706448.5521,3816130.689,144
3908,47,78439,20026263,21228000,19243829.03,709445.6823,3800009.032,224
3909,826,15224,20026263,21229250,19142501.1,709947.3232,3797323.987,144
3910,747,13328,20026263,21230250,18652447.87,715469.2752,3768016.452,304
3911,531,8144,20026263,21231500,18352477.21,723057.7773,3728471.064,368
3912,3,800279,20026263,21232750,18425029.59,721523.9796,3736396.954,80
3913,19,139439,20026263,21234000,18326914.85,719483.2542,3746994.783,64
3914,3,800279,20026263,21235250,18229209.7,722535.6845,3731165.198,224
3915,785,14240,20026263,21236500,17831083.71,732753.6189,3679135.702,448
3916,2,825187,20026263,21237750,17761905.71,730163.0104,3692189.226,48
3917,8,198284,20026263,21239000,17853453.83,728097.8507,3702661.665,64
3918,18,146705,20026263,21240250,17946822.01,727583.021,3705281.627,112
3919,12,181074,20026263,21241750,18612169.28,724496.2272,3721068.376,32
3920,788,14312,20026263,21243000,18114847.9,730131.3402,3692349.378,304
3921,42,84719,20026263,21244500,18298397.52,727033.7351,3708081.028,32
3922,8,198284,20026263,21245750,18201053.71,729090.044,3697622.841,192
3923,74,27624,20026263,21247250,18416222.32,725481.3254,3716015.706,16
3924,7,209804,20026263,21248500,18491493.82,721890.4686,3734500.062,16
3925,675,11600,20026263,21250000,18480288.35,720869.5876,3739788.786,96
3926,830,15320,20026263,21251500,18239271.52,722398.7435,3731872.493,176
3927,26,122460,20026263,21252750,17811249.35,731082.3416,3687546.322,400
3928,891,16784,20026263,21254250,17503859.59,738836.4411,3648845.469,368
3929,2,825187,20026263,21255750,17383772.03,747717.6286,3605505.47,400
3930,57,53241,20026263,21257250,17012983.1,753004.6545,3580190.353,288
3931,3,800279,20026263,21258500,16944970.74,751407.3315,3587801.033,80
3932,605,9920,20026263,21260000,17511045.73,748219.4623,3603087.243,32
3933,24,128423,20026263,21261500,16862163.57,759329.6682,3550368.322,464
3934,317,3008,20026263,21262750,16892135.19,759866.5816,3547859.671,144
3935,741,13184,20026263,21264250,16727583.85,759329.2886,3550370.097,112
3936,12,181074,20026263,21265750,16853637.74,756644.7233,3562966.762,48
3937,0,1911538,20026263,21267250,16982902.53,756109.7085,3565487.878,112
3938,522,7928,20026263,21268500,17090123.96,752367.2528,3583223.472,16
3939,52,70054,20026263,21270000,16997551.59,752367.2528,3583223.472,128
3940,3,800279,20026263,21271250,17105515.52,751303.2722,3588297.961,96
3941,936,17864,20026263,21272750,17113765.88,748115.8445,3603586.289,32
3942,39,91384,20026263,21274000,17646121.59,744941.9396,3618939.755,32
3943,243,1232,20026263,21275500,17578457.63,742308.24,3631779.704,48
3944,982,18968,20026263,21276750,17069661.9,749656.5273,3596180.253,352
3945,25,127707,20026263,21278000,17078041.53,748066.3066,3603824.923,80
3946,489,7136,20026263,21279250,17137548.63,745950.5101,3614046.728,64
3947,8,198284,20026263,21280500,16795502.18,749642.6816,3596246.673,240
3948,498,7352,20026263,21281750,16583097.75,750702.8092,3591168.126,160
3949,11,185594,20026263,21283000,16733152.72,747517.9289,3606468.682,32
3950,1,892220,20026263,21284250,16690319.84,746989.3676,3609020.579,112
3951,973,18752,20026263,21285500,16647372.02,744348.4294,3621825.336,48
3952,7,209804,20026263,21286500,16974898.63,744874.7496,3619266.194,144
3953,1,892220,20026263,21287500,16612497.39,756461.9828,3563827.478,480
3954,865,16160,20026263,21288750,16618170.62,753787.5547,3576471.889,48
3955,734,13016,20026263,21289750,16575534.85,752188.571,3584074.664,80
3956,856,15944,20026263,21290750,16702989.66,751656.7071,3586610.715,112
3957,18,146705,20026263,21291750,16709847.23,752719.6828,3581545.775,160
3958,484,7016,20026263,21292750,17069162.36,753251.9223,3579015.095,144
3959,909,17216,20026263,21293500,17287887.54,750056.2274,3594263.872,32
3960,3,800279,20026263,21294500,17273811.6,747934.8027,3604458.558,64
3961,0,1911538,20026263,21295250,17051693.55,750579.0834,3591760.095,208
3962,953,18272,20026263,21296000,17244306.62,747925.454,3604503.612,48
3963,738,13112,20026263,21296750,17633567.04,744752.3568,3619860.985,32
3964,0,1911538,20026263,21297500,17649355.17,745805.5685,3614749.09,160
3965,72,31019,20026263,21298250,17181317.7,753188.4767,3579316.577,352
3966,877,16448,20026263,21298750,17193333.61,750525.6219,3592015.943,48
3967,23,130124,20026263,21299250,17747605.16,746810.8054,3609883.495,16
3968,818,15032,20026263,21300000,17681106.22,744698.5598,3620122.484,64
3969,970,18680,20026263,21300250,17669934.62,741539.1528,3635546.403,32
3970,15,167033,20026263,21300750,17466751.19,741539.1528,3635546.403,128
3971,728,12872,20026263,21301250,17757846.33,741539.1528,3635546.403,128
3972,0,1911538,20026263,21301500,17803549.15,739441.8174,3645858.182,64
3973,27,119935,20026263,21301750,17793270.88,735781.8615,3663993.557,16
3974,860,16040,20026263,21302000,17343170.9,741504.7538,3635715.059,304
3975,14,168298,20026263,21302250,17330359.16,739931.8252,3643443.772,80
3976,988,19112,20026263,21302500,17344412.93,742547.8118,3630607.965,208
3977,97,13753,20026263,21302500,16735679.3,750948.5649,3589992.878,384
3978,627,10448,20026263,21302500,16795135.11,753603.5006,3577345.378,208
3979,912,17288,20026263,21302500,16957977.97,750406.3141,3592587.042,32
3980,4,431691,20026263,21302500,17204698.84,748283.8992,3602776.971,64
3981,12,181074,20026263,21302250,17298369.11,746696.5902,3610435.665,80
3982,474,6776,20026263,21302250,17725787.81,744056.6872,3623245.442,48
3983,387,4688,20026263,21302000,18237780.63,742478.3452,3630947.646,80
3984,5,258679,20026263,21301500,18320866.84,739328.3576,3646417.688,32
3985,14,168298,20026263,21301250,18344691.34,736714.5044,3659355.128,48
3986,471,6704,20026263,21301000,18521524.28,736714.5044,3659355.128,128
3987,10,193253,20026263,21300500,19285918.08,734630.8148,3669734.437,64
3988,806,14744,20026263,21300000,18989338.05,736708.611,3659384.402,192
3989,14,168298,20026263,21299500,18544283.41,741917.7933,3633690.989,288
3990,0,1911538,20026263,21298750,18508549.38,741917.7933,3633690.989,128
3991,0,1911538,20026263,21298250,18381183.18,740868.5902,3638836.949,96
3992,1,892220,20026263,21297500,18715455.21,740868.5902,3638836.949,128
3993,821,15104,20026263,21296750,18743124.98,737201.5722,3656937.399,16
3994,908,17192,20026263,21295750,18866607.4,737201.5722,3656937.399,128
3995,87,18650,20026263,21295000,18704988.67,736159.0386,3662116.28,96
3996,33,105197,20026263,21294000,18638387.36,733556.3904,3675109.419,48
3997,443,6032,20026263,21293000,18728332.48,730962.9438,3688148.658,48
3998,789,14336,20026263,21292000,18787940.57,731479.7993,3685542.653,144
3999,4,431691,20026263,21291000,19441869.71,729928.1363,3693377.287,80
4000,34,105168,20026263,21289750,20038014.98,728895.8886,3698607.774,96
4001,32,105412,20026263,21288500,20829909.94,726834.3128,3709098.418,64
4002,1,892220,20026263,21287250,21316997.73,725806.4404,3714351.169,96
4003,8,198284,20026263,21286000,20848883.23,730425.3253,3690863.264,272
4004,19,139439,20026263,21284750,20287351.14,735073.6038,3667523.886,272
